shipment_id,timestamp,origin,destination,weight_kg,delivery_status,vehicle_type,estimated_delay_minutes
939f5fa7-1629-4f18-b534-4ed0274cf7cc,2026-05-01T02:40:56.879076,Albuquerque,Rios,55.02,DELIVERED,VAN,115
bb180b51-17c7-4ed0-b1b3-5318192e7fd0,2026-05-01T00:36:17.948064,Novais de Goiás,Pastor do Amparo,45.78,IN_TRANSIT,MOTORCYCLE,81
083f6be9-7f69-4d80-b900-01496524cadb,2026-05-01T08:25:02.377769,Marques,Martins de Minas,7.25,DELAYED,MOTORCYCLE,77
001042b9-ccf6-49e5-80fa-dd6124380673,2026-05-01T00:48:26.028114,Oliveira,Fernandes,88.08,IN_TRANSIT,VAN,13
9ce2df14-9afd-42a1-b5e9-e9c5bfb03262,2026-05-01T06:20:47.788298,Martins,Sousa,91.66,DELIVERED,VAN,74
e78158dd-b39e-4e51-904f-4dbd296e1587,2026-05-01T08:25:17.471698,Vasconcelos da Serra,Borges de Minas,83.74,IN_TRANSIT,AIRPLANE,48
0a94689d-9c6c-4314-80c0-d11028780fc4,2026-05-01T11:14:24.551940,Moura,Cavalcante,91.4,CANCELLED,VAN,71
d4c2117e-83f0-404c-8279-c1af314aa665,2026-05-01T07:59:31.778192,Pires,Azevedo de Cavalcante,22.92,DELIVERED,MOTORCYCLE,84
6535b094-5dbc-4780-9772-e0d9deff8386,2026-05-01T04:00:10.048883,Azevedo,Vieira Grande,72.01,DELAYED,AIRPLANE,53
d9947f17-fcfa-464d-8c61-feaa2c60e4ab,2026-05-01T00:23:16.604517,Pereira,Fogaça do Galho,85.36,CANCELLED,MOTORCYCLE,49
df28010c-523f-4719-ab2a-9a01d0a32177,2026-05-01T08:07:44.113410,Sales,Vargas,67.17,CANCELLED,VAN,27
bec08ee7-d988-4543-a496-49fcae72da8b,2026-05-01T00:45:47.775923,Ramos,Garcia,78.3,IN_TRANSIT,MOTORCYCLE,71
bc795254-0f6d-4361-92a8-31a9a2e389c2,2026-05-01T05:33:07.325513,Andrade das Pedras,Sales da Serra,18.18,DELAYED,AIRPLANE,100
878fe745-c20e-486f-ad8a-65dccace368b,2026-05-01T09:38:43.748655,Lopes,Silva das Pedras,30.96,IN_TRANSIT,TRUCK,27
aacb8e96-3723-46c2-878a-4155e6f3dcfc,2026-05-01T00:39:04.375432,Cardoso,Vieira,25.0,DELIVERED,AIRPLANE,80
c339f3ce-0073-414e-babe-012387f61c66,2026-05-01T02:52:50.637043,da Cunha,Cavalcanti,33.34,IN_TRANSIT,VAN,53
96322e7b-b3a1-452c-8a5e-51ba4bd30db2,2026-05-01T09:51:33.568453,Oliveira da Serra,Borges,84.6,IN_TRANSIT,AIRPLANE,114
ab6f7f5a-5e37-4c49-869d-883341626504,2026-05-01T09:48:03.074323,Novais do Galho,Machado,54.3,IN_TRANSIT,VAN,13
965e657d-b48e-42c9-94d3-b7c6c415a48a,2026-05-01T10:56:55.224450,Leão,Rios,6.77,DELAYED,VAN,92
90098f87-c70e-4d07-a3fe-b9cdc6c09688,2026-05-01T12:11:20.304044,Sampaio do Amparo,da Mota,93.49,DELIVERED,MOTORCYCLE,19
cd825c61-788b-4a77-8375-86aa33682a66,2026-05-01T01:32:44.955489,Fonseca do Galho,Novais de da Conceição,7.45,DELIVERED,VAN,40
fc8af308-bfe6-47a5-96e1-b1c9b0d96293,2026-05-01T00:14:29.974766,Sampaio das Pedras,Oliveira de Vieira,38.4,DELAYED,AIRPLANE,68
50d8ca30-91be-4354-87d7-6761d7e20945,2026-05-01T07:15:47.697109,Garcia,Abreu,17.44,CANCELLED,VAN,116
e7180107-b1b8-450a-8766-a3d22a907125,2026-05-01T02:31:39.195423,Marques,Martins das Flores,81.65,DELIVERED,VAN,77
9e2b1cbb-61ad-44e4-825c-59174f8306a0,2026-05-01T06:13:31.979876,Moura de Goiás,Marques,23.13,CANCELLED,VAN,52
bb4444c2-68fb-4e19-bc79-5f85bfc83d02,2026-05-01T06:26:41.961662,da Mata,Barbosa do Galho,8.65,DELIVERED,AIRPLANE,103
9e4276b8-cadb-4c52-8f1e-c3646ab57a27,2026-05-01T06:56:51.739800,da Costa,Nogueira Verde,36.71,DELIVERED,TRUCK,22
cacb3a1b-f240-4a29-b603-e286a67bd946,2026-05-01T05:33:12.957553,Vieira de Pacheco,Moura,20.89,DELIVERED,TRUCK,76
57c7d5a9-56a0-4733-a9a4-f40f6b888427,2026-05-01T07:20:33.985193,Fogaça dos Dourados,Dias das Flores,9.13,DELIVERED,MOTORCYCLE,104
b760a964-edfb-4743-b623-0c24f03c1dbb,2026-05-01T01:18:18.448091,Vargas Verde,Santos,81.2,DELIVERED,VAN,21
84932123-02f2-401d-b932-5c1696fd57c7,2026-05-01T09:16:55.416308,Gonçalves,Pereira,41.64,DELIVERED,MOTORCYCLE,38
c0bf9eb1-bf32-40b9-9f20-9ce82dfebcf5,2026-05-01T11:20:40.701372,Fonseca de Viana,Pimenta de Nunes,10.33,DELAYED,MOTORCYCLE,41
8455d63c-994a-45ca-8c7b-e87fff5f7dd9,2026-05-01T07:04:09.001996,Alves,Cunha,99.11,DELIVERED,MOTORCYCLE,10
38068fc7-07a3-4557-bb61-7d172ea97ea8,2026-05-01T05:48:23.943370,Leão Paulista,Carvalho de Borges,53.39,IN_TRANSIT,MOTORCYCLE,68
7ff6f14d-f0e2-4adc-92b3-97ff4746e326,2026-05-01T03:08:57.908452,Alves de Caldeira,Nascimento,81.44,DELAYED,MOTORCYCLE,28
bbbf8628-7a1a-47c0-b5df-577c4d056b36,2026-05-01T00:03:04.045290,da Cunha de Goiás,Cunha,34.91,IN_TRANSIT,TRUCK,36
e0b394da-d075-4372-9c83-7ae3ddabd779,2026-05-01T06:18:39.958719,Dias,Pastor Paulista,88.62,DELIVERED,TRUCK,9
c276d73d-a24b-403b-9717-c1792f04d890,2026-05-01T08:36:06.437038,Ribeiro,Carvalho das Flores,53.54,CANCELLED,TRUCK,58
d59d0e3b-1f79-4212-988e-3a681dd0d90e,2026-05-01T03:22:02.946547,Peixoto Alegre,Cunha,42.21,IN_TRANSIT,MOTORCYCLE,17
ab7d616d-7518-40eb-8e4c-b4c7c94dacbb,2026-05-01T01:38:36.562995,Castro,da Conceição do Amparo,81.09,DELAYED,AIRPLANE,77
5ed67277-bf5c-4a7f-a6c2-9acc11b1bace,2026-05-01T03:32:54.839179,Barbosa,Cardoso,39.16,DELIVERED,MOTORCYCLE,30
abca129e-96b2-4fb6-bf16-5e660eaabea4,2026-05-01T08:39:06.602861,Rios de Caldeira,Nunes do Norte,19.3,CANCELLED,TRUCK,59
80a9001c-8f9b-4997-9011-60f931e0fcb1,2026-05-01T04:11:03.671224,Macedo,Brito,54.0,CANCELLED,VAN,73
ee8dfaad-65f0-46d2-8e07-a80211338a12,2026-05-01T01:31:01.358949,Cunha,Viana,42.84,IN_TRANSIT,VAN,5
cc240db8-d4bf-43d0-a23a-2a5a88cf4a3c,2026-05-01T04:50:39.892310,Macedo do Campo,Almeida,67.28,IN_TRANSIT,VAN,52
b65893aa-f01d-40ab-8f58-f5b1bf6adcec,2026-05-01T10:25:56.863451,Pereira,Viana,49.77,DELIVERED,VAN,31
327074ba-b933-4a81-a710-0bbed6b5fd14,2026-05-01T05:02:54.825009,Cavalcante,Montenegro,17.84,DELIVERED,MOTORCYCLE,30
d8c33b5f-27cb-418d-8e80-7193fbc9c8a0,2026-05-01T08:06:36.196674,Macedo,Fogaça,43.68,IN_TRANSIT,VAN,95
30664e5c-1bda-441b-a67b-9d8b8f0547f0,2026-05-01T07:56:15.604903,Albuquerque de Casa Grande,Moreira,51.85,CANCELLED,TRUCK,68
c7718137-fb19-484e-ae18-708e2a79c2bc,2026-05-01T08:55:15.640059,Gomes de Goiás,Mendes de Minas,42.98,CANCELLED,VAN,60
0709d07a-bd11-4080-9b49-e903a12ed85b,2026-05-01T06:11:23.436026,Marques,Macedo,28.7,DELAYED,MOTORCYCLE,94
26e4f2c1-371d-476a-b144-47ac5880aa40,2026-05-01T11:43:48.049877,Pinto de da Cruz,Guerra do Norte,56.39,IN_TRANSIT,VAN,120
a755c04e-c523-4fc9-bec7-15844abba854,2026-05-01T00:36:53.796809,da Cunha de Martins,Guerra,5.9,DELAYED,MOTORCYCLE,23
633ad704-cdc5-418e-a9f6-22787a8c3653,2026-05-01T08:59:58.961067,Monteiro do Norte,Lima de Moraes,85.7,IN_TRANSIT,VAN,117
8de75f59-fe29-45a9-963e-77650a4b6437,2026-05-01T06:40:48.353890,Moreira,Ramos do Norte,40.71,DELAYED,VAN,119
9d90c848-542d-4cc0-82a0-ba5fd651abe1,2026-05-01T11:03:04.511764,Freitas,da Paz do Campo,19.39,DELAYED,TRUCK,45
493bb2ea-881f-4e02-9b71-0720881cac76,2026-05-01T07:10:04.008917,Vasconcelos Verde,Pastor do Oeste,30.35,CANCELLED,VAN,82
2a2c76f1-cc16-48b3-9937-8cfb6b017d4f,2026-05-01T02:16:39.489537,da Cruz,Rezende Paulista,31.5,DELAYED,AIRPLANE,76
23ac9df3-79f9-4f43-979a-0dd7c1c3e452,2026-05-01T09:30:46.815701,Ramos,da Cunha de Rios,10.52,IN_TRANSIT,AIRPLANE,33
00efd46c-7166-4104-8ac4-9834653513e8,2026-05-01T06:52:23.541815,Barros,Mendes,53.7,IN_TRANSIT,MOTORCYCLE,27
b37ba35d-ee9d-4b3d-9b80-891599f76220,2026-05-01T03:37:11.739881,Lima,Ribeiro,58.62,IN_TRANSIT,MOTORCYCLE,28
e24cdd45-5a65-41cf-ae6a-cc9751b8e945,2026-05-01T01:08:17.412927,Novaes Grande,Pacheco,76.45,DELAYED,MOTORCYCLE,86
48c49b03-32b6-4a37-834c-cf0d2a5e7d04,2026-05-01T09:08:45.205297,Vieira de Cavalcanti,Barros Verde,86.88,CANCELLED,VAN,110
b1b2db5a-cb6d-4058-a909-ac3e6bd5bcdc,2026-05-01T01:00:33.001911,Costa,Santos da Serra,26.65,DELIVERED,AIRPLANE,18
97854c91-210b-42e5-8908-1b606ae14f92,2026-05-01T01:48:43.083417,Costela,Duarte do Galho,18.69,DELIVERED,AIRPLANE,75
ba952ee4-3e2e-4873-8744-4c7abef76348,2026-05-01T05:01:14.371557,Pinto,Lima,90.74,IN_TRANSIT,AIRPLANE,36
41fc7606-b7c9-4259-a8e4-a884b01e2a6e,2026-05-01T03:13:53.498490,Ribeiro do Norte,Vieira,14.82,DELIVERED,TRUCK,54
00cb1967-6090-49d6-a47b-878335593e9b,2026-05-01T09:31:36.293496,Aparecida de Freitas,Siqueira,44.18,CANCELLED,MOTORCYCLE,61
b31356ca-bc81-41ad-8e85-6fc9f040ca87,2026-05-01T12:07:59.027572,Aragão de da Mota,Silveira,7.04,DELAYED,AIRPLANE,16
da406a4d-1845-439c-b2b4-319a52d6fb88,2026-05-01T07:28:20.204649,Brito Alegre,Rocha,52.79,CANCELLED,MOTORCYCLE,70
97777122-a4f2-426d-9c71-ad7cbdde28e5,2026-05-01T06:41:13.113821,Ribeiro,Cirino,19.93,CANCELLED,TRUCK,97
4f665a9b-29c0-4e2c-a0bd-155d6a6c35d9,2026-05-01T00:43:44.341237,Montenegro,Mendonça da Serra,1.44,IN_TRANSIT,AIRPLANE,116
2f0612e9-aa70-4245-931e-2fd1c21ec8e4,2026-05-01T05:36:24.640990,Jesus de Rios,Pimenta de Borges,70.65,IN_TRANSIT,VAN,78
4882cd1e-db0d-4300-a8a3-72149b89ec99,2026-05-01T08:59:11.740997,Costa do Galho,Novaes da Praia,99.33,DELIVERED,MOTORCYCLE,48
cd572485-07eb-4ba3-85a5-36fb6474e9b1,2026-05-01T11:09:14.210783,Fernandes,Cunha,84.79,IN_TRANSIT,VAN,45
8863818d-70a8-44db-894e-4af3081248c3,2026-05-01T09:52:47.700507,Moreira da Praia,da Cruz de Nascimento,31.93,IN_TRANSIT,TRUCK,69
ffebbaf1-ca9b-4e5f-9168-2f326d42a108,2026-05-01T06:52:02.108911,Brito do Oeste,Sá,29.75,DELAYED,AIRPLANE,84
2209744b-aa0b-48f0-9f2d-6ab9f04e9b59,2026-05-01T00:47:02.271936,Martins,Araújo,69.94,DELIVERED,VAN,87
16be9b84-d057-4e72-bf0e-3dc527d23b94,2026-05-01T08:41:51.839776,Azevedo Paulista,Barros,54.79,DELAYED,VAN,74
9c9995d2-66ed-4d85-af0c-0a5a48283fb2,2026-05-01T01:45:59.743975,Cardoso,Vargas,81.64,IN_TRANSIT,AIRPLANE,101
2c9ed8a7-e8c3-408b-900d-c20e5ae5dfd0,2026-05-01T05:56:05.304771,Cunha,Correia Verde,36.41,DELAYED,VAN,92
c5110d87-d85c-459f-8645-0e811e5bff50,2026-05-01T01:51:37.149754,Ferreira,Pastor da Praia,60.09,CANCELLED,VAN,20
b22e8a8a-13b8-4dfb-9a2c-05def5969bd9,2026-05-01T01:13:50.903630,Jesus,Rodrigues de Goiás,54.4,CANCELLED,MOTORCYCLE,76
71a7d96d-59b3-494b-9667-97dc7f00d8bb,2026-05-01T01:34:27.540716,Moraes Grande,Cardoso das Pedras,71.67,IN_TRANSIT,TRUCK,2
0276ca59-3303-47da-aa28-276df56e900c,2026-05-01T10:52:38.874259,Casa Grande,da Cunha,0.43,DELIVERED,TRUCK,14
903c274b-81fc-4636-9493-7ff196c1fae5,2026-05-01T03:30:57.561160,Caldeira,Rocha,5.45,CANCELLED,AIRPLANE,69
5926925c-6a15-4c39-8b8a-0ddca51b9c68,2026-05-01T07:33:43.651621,Melo,Aparecida Alegre,97.89,CANCELLED,TRUCK,66
d8c43662-edc5-4306-9d0b-1b8bad7f40e9,2026-05-01T11:38:09.432162,Pacheco,Moura da Serra,83.79,CANCELLED,VAN,112
fcc2b185-183b-47ba-a654-9410bb4debce,2026-05-01T07:08:00.061414,Martins Grande,Vieira da Mata,93.81,DELAYED,MOTORCYCLE,112
ee4e5d54-38ec-4edd-ac3e-80ec0ff4b0f2,2026-05-01T04:14:48.832951,Leão do Oeste,das Neves,42.83,IN_TRANSIT,TRUCK,98
e1fc56d7-cfd8-4bab-961b-9a2c06eaf2cf,2026-05-01T09:32:25.113416,Mendonça,Pinto de Azevedo,67.43,IN_TRANSIT,AIRPLANE,79
33652301-7fc9-41b8-9307-f40c66a68b23,2026-05-01T01:57:25.289425,Jesus,Moraes,16.73,IN_TRANSIT,MOTORCYCLE,102
705d1de9-dc9b-4921-96c8-a222e2a2b81e,2026-05-01T12:11:21.093329,Costa,Gonçalves,28.33,DELIVERED,MOTORCYCLE,95
f5966a44-3a5f-490f-bdfa-81b2fac84c09,2026-05-01T09:56:50.095660,Costela,Cassiano do Galho,19.3,CANCELLED,TRUCK,75
85b1d3d8-6e73-449f-b41c-e7bb63c0d85b,2026-05-01T05:21:36.729239,Ferreira Paulista,Peixoto de Minas,57.54,IN_TRANSIT,AIRPLANE,53
ac0cb175-bf96-4f9a-8635-b669f8df0275,2026-05-01T10:20:00.106291,Pereira dos Dourados,Câmara,4.23,DELIVERED,MOTORCYCLE,119
c230adff-2ed0-428b-871a-0829547a1bb0,2026-05-01T06:55:53.623228,Melo de Silva,Barbosa,5.32,IN_TRANSIT,TRUCK,6
15c04c1d-9d91-4bdf-a489-81c002755618,2026-05-01T05:28:06.944701,Castro,Lopes,95.78,DELIVERED,AIRPLANE,45
b2879f17-2f49-4b43-a97b-13057e77ba4f,2026-05-01T05:01:09.422865,Cirino,Pereira de Barros,42.39,DELIVERED,VAN,20
5dfc5376-b744-4826-9e91-896c57c0881f,2026-05-01T01:07:10.726251,Cavalcanti,Machado Verde,71.9,CANCELLED,VAN,27
bffc4a60-ae56-4d1d-97ed-afe3d7e6a77f,2026-05-01T08:45:11.966846,Porto do Sul,Jesus,83.69,DELIVERED,TRUCK,14
8f495084-829d-4bb6-aa50-b90afc8aaa9b,2026-05-01T04:07:04.581240,Cardoso,Marques do Sul,91.42,DELAYED,VAN,93
ed8086f8-fe42-405b-b14d-76658f0f091d,2026-05-01T06:12:13.113245,Fonseca do Amparo,Campos das Pedras,50.37,DELAYED,TRUCK,6
1804e24f-34b1-47a3-b055-8887a4dac0c0,2026-05-01T05:28:48.462546,Mendes,Castro,11.37,DELIVERED,MOTORCYCLE,23
46ce5360-44c9-41a5-bf53-a67ec2f8b8ee,2026-05-01T09:20:06.196950,da Mata da Prata,da Mata do Sul,19.59,CANCELLED,MOTORCYCLE,48
b14d7c4d-976c-4b69-a713-972cabca84c6,2026-05-01T09:51:00.723569,Araújo,Araújo do Amparo,68.65,DELIVERED,AIRPLANE,52
4d08e39e-c047-4b5d-93ec-62ef61fd9f3c,2026-05-01T10:23:37.505196,Rios,Pacheco da Prata,94.54,DELIVERED,VAN,76
59495117-8749-45f5-a223-5d6956391977,2026-05-01T04:16:59.309596,da Costa,Campos,66.48,DELAYED,VAN,48
82d3e356-b501-4dda-880f-07a228b2bd3e,2026-05-01T11:00:34.442398,Nunes,Albuquerque Alegre,59.35,DELIVERED,MOTORCYCLE,76
15f7afa9-27f3-4e2e-8bdb-713427ed069f,2026-05-01T01:43:32.432463,Cassiano,das Neves da Prata,62.4,CANCELLED,AIRPLANE,1
982aba6b-2022-4911-b2a2-cc8cfd2aa0a3,2026-05-01T07:35:56.314438,Campos do Norte,Novaes,61.49,DELIVERED,VAN,15
d22850c9-d69a-4475-9c88-54f9b2f07a87,2026-05-01T11:23:50.638409,Pacheco,Teixeira,95.81,DELIVERED,VAN,45
bc5e8b74-1896-469a-8059-fd3411da2f8e,2026-05-01T09:40:56.462170,Rios,Siqueira,78.6,DELIVERED,TRUCK,93
a9836d1a-3461-454a-ad62-c6b391b145ce,2026-05-01T10:18:47.705073,Lopes do Campo,Pinto da Praia,6.22,DELAYED,AIRPLANE,74
d5e3770d-5d27-411b-9598-dd2e236f06d3,2026-05-01T12:09:48.021160,Cardoso,Sousa,9.71,DELAYED,TRUCK,96
f73d299b-5269-44be-a44a-4e0f90060f46,2026-05-01T00:51:35.076831,Peixoto,Macedo,56.62,IN_TRANSIT,VAN,110
b5775a13-4639-4ab1-82a6-b1e40700cbc0,2026-05-01T04:13:24.625193,Correia,Nunes de Câmara,55.85,DELIVERED,MOTORCYCLE,53
6a3c301f-dd78-476e-ad13-83c859e6791b,2026-05-01T10:15:03.636055,Sá,Rocha,82.75,IN_TRANSIT,AIRPLANE,26
d0360680-0537-42f8-b449-4037b9cb4bcf,2026-05-01T01:24:47.148798,Gonçalves do Norte,da Cunha do Amparo,66.09,DELAYED,AIRPLANE,69
10146749-8a91-4c8e-b5fe-c24f052d20b9,2026-05-01T01:54:30.085129,Gonçalves,Melo,95.98,DELIVERED,VAN,28
8e05b3dc-fab5-4a55-90ac-494dc3313045,2026-05-01T03:03:12.271926,da Conceição,da Cruz,3.93,DELAYED,VAN,100
6424eb19-684b-45bb-a06f-a50227c753e4,2026-05-01T01:47:36.915926,Mendes,Gomes,40.15,DELAYED,MOTORCYCLE,101
db55d90f-22bf-4670-81c4-81ac616ffacc,2026-05-01T04:59:02.659688,Pereira dos Dourados,Leão de Cassiano,80.8,CANCELLED,TRUCK,107
fa850e8e-9775-4e07-9676-7bee439cee72,2026-05-01T04:18:12.350324,Nascimento da Prata,Duarte de Goiás,45.29,CANCELLED,VAN,71
1771d9a8-3818-4d78-935e-e344c1827ed8,2026-05-01T05:04:21.281589,Mendes Paulista,Cardoso,5.86,DELIVERED,VAN,95
d4012109-4322-4693-995d-6b8947070034,2026-05-01T04:42:54.538026,Silveira das Pedras,Dias,3.15,DELAYED,VAN,116
18364f25-6cdc-4bb6-8774-a1685925b7c8,2026-05-01T11:30:54.773666,Cavalcanti,Caldeira,1.96,IN_TRANSIT,TRUCK,49
1eb5349f-d18c-4e0f-924e-b2705a386ca3,2026-05-01T06:15:47.498142,Monteiro da Mata,Melo de das Neves,28.63,DELIVERED,TRUCK,39
5d88ddb7-ed09-4610-8ad2-a5c289a1c7ad,2026-05-01T00:39:32.192137,Pereira Alegre,Monteiro,18.37,IN_TRANSIT,MOTORCYCLE,64
ae876ca6-96c1-43cd-8de8-ccda555d5718,2026-05-01T03:17:50.232377,Cassiano do Galho,Moraes,53.06,CANCELLED,VAN,94
1eb77532-d2c9-40ee-a0b3-71d6f100a82e,2026-05-01T00:12:52.552504,Cassiano,Sales do Norte,25.98,CANCELLED,AIRPLANE,32
69cbdd4e-521f-43e0-8596-fc3776629786,2026-05-01T06:30:04.457287,da Mota,da Mata Verde,77.2,DELAYED,TRUCK,118
64d3821b-6fe7-4bc0-ae1d-c5937559cbd0,2026-05-01T04:48:05.074416,Lopes,Marques,93.77,IN_TRANSIT,AIRPLANE,71
034fb21d-0a1c-4b43-baba-b68a8845c9b9,2026-05-01T12:02:31.645996,Peixoto do Sul,Pires,7.43,DELAYED,TRUCK,29
f0245b85-76ec-4596-bbbd-f8697c5a8c6c,2026-05-01T04:28:04.115908,Araújo do Sul,da Costa,85.41,CANCELLED,MOTORCYCLE,78
a1e40b5f-a627-4364-a85d-9eee270e129a,2026-05-01T02:53:57.280638,Siqueira da Serra,Cavalcante,15.25,CANCELLED,MOTORCYCLE,84
b22c8b78-cb26-413d-b697-2d19c4824116,2026-05-01T08:16:36.011045,Correia,Barros de Rezende,81.61,CANCELLED,AIRPLANE,111
a68cecf7-a459-46e9-adf3-a69c01643222,2026-05-01T00:09:50.862087,Aragão de Cardoso,da Mata Paulista,62.24,DELIVERED,TRUCK,104
90f27d1b-9c42-4f92-bd39-306beb43a0c0,2026-05-01T05:11:09.837951,da Rosa de Goiás,Mendonça de Rios,66.78,IN_TRANSIT,TRUCK,26
f43ea7cd-19b1-445d-85ee-e8fe3c87ca91,2026-05-01T09:31:32.365473,Nunes de Rodrigues,Guerra Grande,87.34,DELIVERED,MOTORCYCLE,15
7cc5a9e3-ae81-4c58-97e4-580daa83a408,2026-05-01T07:17:45.580503,Carvalho do Sul,da Rocha,13.97,CANCELLED,VAN,103
4961b5af-ca7a-44cb-b9fb-1875c4506041,2026-05-01T09:15:26.899845,Nunes de Minas,Rios da Praia,81.87,DELIVERED,VAN,107
1a8781be-2c82-434c-bc7c-684e78a26eee,2026-05-01T07:01:25.404553,Pimenta,Cavalcante,93.36,DELAYED,TRUCK,100
37cf01d3-a407-4c8b-9349-5ef1c92e21e8,2026-05-01T11:40:30.452580,Nogueira Alegre,Andrade de Souza,1.29,DELAYED,VAN,86
1759dacd-a05e-427b-aea5-66a831b218f9,2026-05-01T03:36:13.845334,Marques da Serra,Cavalcanti,82.34,DELAYED,TRUCK,54
5872623e-8d98-4250-b41c-496eaade4379,2026-05-01T07:46:57.210499,Ribeiro,Araújo dos Dourados,19.98,CANCELLED,MOTORCYCLE,69
0cd13588-4327-456b-afa7-a7638c88442e,2026-05-01T06:13:50.226170,Cardoso,Nunes de Andrade,90.18,IN_TRANSIT,TRUCK,71
2cc3ad79-71b7-4c2d-838d-b7d9929464e4,2026-05-01T11:12:04.556013,Borges dos Dourados,Mendonça do Campo,27.31,DELAYED,VAN,117
c92a422c-7e05-4fed-8e55-7bc9185aecba,2026-05-01T11:32:26.241190,Lopes,Jesus do Campo,20.29,CANCELLED,MOTORCYCLE,71
008e1ae5-ea20-457b-b239-325a079cf274,2026-05-01T05:16:40.034856,Rezende de Aragão,Ferreira Verde,12.72,DELAYED,AIRPLANE,60
fa807f59-4f4c-44b6-8bd1-822d82a54aeb,2026-05-01T04:50:49.508605,Nogueira de Minas,Sampaio do Norte,21.04,DELIVERED,MOTORCYCLE,31
5755316a-bf59-43eb-89fc-8da5aa8740f4,2026-05-01T09:32:16.801806,Andrade,Fogaça da Prata,2.02,IN_TRANSIT,VAN,27
b9d9b958-925b-44b9-8977-35125bb36662,2026-05-01T07:58:34.899137,da Mota,da Rocha Grande,70.32,CANCELLED,TRUCK,36
ccac1d84-23c3-4b22-9a16-657c8d198e1e,2026-05-01T11:40:25.573966,Sampaio,Duarte,2.48,DELAYED,TRUCK,94
d0dc9aed-be76-468d-83ae-dc7f77f2957d,2026-05-01T03:13:52.856534,Teixeira,Cardoso,79.69,CANCELLED,MOTORCYCLE,76
77dba953-5782-49c4-ad05-d364f084e2cb,2026-05-01T03:56:52.688024,Sales da Praia,Rezende da Mata,24.82,IN_TRANSIT,VAN,71
166ca538-99de-43bd-a192-9cc9fbf61186,2026-05-01T03:22:16.583174,Campos Grande,da Luz,88.8,DELAYED,VAN,61
d893a845-89f4-4065-a80f-8256848eb7b9,2026-05-01T07:12:40.147568,Cassiano,da Cunha,11.11,DELIVERED,AIRPLANE,20
27e611ee-bd04-4f38-816e-bf67bc203165,2026-05-01T01:15:09.293816,Ribeiro do Galho,Silva,83.76,CANCELLED,MOTORCYCLE,109
0c24df5c-435a-4642-8759-340b0a442d3c,2026-05-01T06:35:22.231398,Pires Paulista,Abreu,71.0,IN_TRANSIT,MOTORCYCLE,60
5f06e5e1-84f2-4f1b-b76f-13a23f65ae50,2026-05-01T05:31:24.135490,Viana,Nascimento das Flores,35.04,CANCELLED,TRUCK,91
86f41422-4727-4881-84bb-2cdca19e1089,2026-05-01T10:33:07.532754,Mendonça,Gonçalves,85.76,DELIVERED,AIRPLANE,99
